response_id,selection,question_pk,choices,message_id,survey_id,answer,question_id,seed_id,chain_name,question_type,survey_name,num_questions_per_player,survey_type,experiment,subj_id,response_ix,audio,chain_id,parent_id,generation,rejected,verified,start_at,end_at,game_name,imitation_name,first_gen_id,is_correct
2224,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2311,45,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,0
2320,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2347,37,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,0
2456,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2538,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2548,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2558,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2675,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2805,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
2919,41,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,0
2937,49,92,"[37, 41, 45, 49]",97,5,49,91,49,zipper,true_seed,between-4,10,between,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
4663,47,250,"[35, 39, 43, 47]",97,11,47,241,49,zipper,category_match,same-2,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
4699,47,250,"[35, 39, 43, 47]",97,11,47,241,49,zipper,category_match,same-2,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
4763,35,250,"[35, 39, 43, 47]",97,11,47,241,49,zipper,category_match,same-2,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,0
5164,47,250,"[35, 39, 43, 47]",97,11,47,241,49,zipper,category_match,same-2,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5620,47,250,"[35, 39, 43, 47]",97,11,47,241,49,zipper,category_match,same-2,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
4791,40,304,"[36, 40, 44, 48]",97,12,48,291,49,zipper,category_match,same-3,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,0
4793,48,304,"[36, 40, 44, 48]",97,12,48,291,49,zipper,category_match,same-3,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5500,48,304,"[36, 40, 44, 48]",97,12,48,291,49,zipper,category_match,same-3,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5682,48,304,"[36, 40, 44, 48]",97,12,48,291,49,zipper,category_match,same-3,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
4854,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
4939,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5065,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5102,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5288,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5304,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5479,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
5608,46,191,"[34, 38, 42, 46]",97,10,46,186,49,zipper,category_match,same-1,10,same,,,,words-in-transition/zipper/gen-1_GpBioBr.wav,8.0,49.0,1,False,True,0.0,,words-in-transition,gen-1_GpBioBr.wav,97,1
235,47,74,"[46, 47, 48, 49]",132,4,49,73,49,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
352,47,74,"[46, 47, 48, 49]",132,4,49,73,49,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
368,47,74,"[46, 47, 48, 49]",132,4,49,73,49,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
394,48,74,"[46, 47, 48, 49]",132,4,49,73,49,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5736,42,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5744,42,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5769,38,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5783,38,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5906,46,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
5911,46,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
5936,46,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6023,46,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6025,42,404,"[34, 38, 42, 46]",132,18,46,189,49,zipper,category_match,same-1-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5856,45,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5859,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
5887,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
5904,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
5969,41,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
5980,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
5981,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6002,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6012,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6036,49,397,"[37, 41, 45, 49]",132,17,49,93,49,zipper,true_seed,between-4-missing,3,between,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6065,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6079,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6083,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6102,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6126,35,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
6135,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6152,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6159,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6176,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6191,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6205,47,411,"[35, 39, 43, 47]",132,19,47,243,49,zipper,category_match,same-2-missing,7,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6092,48,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6100,40,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
6104,48,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6114,48,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6149,36,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
6166,48,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6185,48,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,1
6203,40,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
6214,44,420,"[36, 40, 44, 48]",132,20,48,294,49,zipper,category_match,same-3-missing,9,same,,,,words-in-transition/zipper/gen-1_eqkbAZV.wav,8.0,49.0,1,False,True,0.0,1203.85624231,words-in-transition,gen-1_eqkbAZV.wav,132,0
236,46,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
249,46,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
283,48,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
317,46,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3126,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3272,46,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3278,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3309,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3315,46,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3382,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
3398,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
3407,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
3463,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3528,46,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3555,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
3618,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
3834,48,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3889,48,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
3906,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
4033,48,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
4100,48,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
4120,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
4226,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
4326,47,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
4350,49,67,"[46, 47, 48, 49]",117,4,47,66,47,zipper,true_seed,within-category-zipper,10,within,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
1110,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
1129,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
1183,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
1286,39,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
1334,39,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
1349,43,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
1389,39,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
1404,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
1538,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
1669,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
1688,39,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,0
1764,47,129,"[35, 39, 43, 47]",117,7,47,128,47,zipper,true_seed,between-2,10,between,,,,words-in-transition/zipper/gen-1_rakUKUj.wav,8.0,47.0,1,False,True,0.0,,words-in-transition,gen-1_rakUKUj.wav,117,1
